1240 32
dan_Thursday -0.23376161 -0.27625152 -0.2560395 0.36187038 0.010530642 -0.35819742 0.3868543 0.08569905 0.07612644 0.21773273 -0.22048819 -0.069854274 0.43841258 -0.23357297 -0.46634224 -0.48669353 -0.34546518 0.35836887 0.30283546 0.13867992 0.15742944 0.20445193 0.17427358 -0.5771637 0.01493717 0.0058648405 -0.49319947 -0.29766798 0.4217405 0.004884442 0.33561298 0.08888819
dan_Tuesday -0.26450193 -0.29949704 -0.2879963 0.4165617 0.1022073 -0.3694533 0.36137122 0.06798885 0.10978506 0.14345358 -0.19833297 -0.030513603 0.49355054 -0.08553944 -0.48560068 -0.4093338 -0.4056797 0.4196362 0.38812333 0.23682612 0.27198204 0.1987341 0.048484627 -0.48008937 -0.083221406 0.13907894 -0.485852 -0.2607739 0.25863507 -0.083229154 0.270946 0.057877973
dan_Wednesday -0.19500963 -0.35904714 -0.2737741 0.45068163 0.066316076 -0.36132297 0.30590403 -0.019048318 0.060441054 0.16632469 -0.22040129 0.013436868 0.43915612 -0.06260689 -0.48736143 -0.5002794 -0.3520005 0.36019018 0.42480808 0.17755012 0.25391677 0.16399561 0.12898634 -0.5270627 -0.054544356 0.07209752 -0.45608407 -0.2113785 0.33638045 -0.10764984 0.2963285 0.086080894
dan_Friday -0.19283265 -0.32141286 -0.14416367 0.44268972 0.065904245 -0.2992239 0.31723958 0.18288855 0.0179776 0.2361788 -0.16659473 0.0914396 0.46196 -0.08880878 -0.41974953 -0.31654817 -0.33076274 0.4208323 0.45752367 0.2707865 0.22970338 0.15680122 0.16971678 -0.47702196 0.0201362 0.094995625 -0.48741075 -0.30425307 0.44370255 -0.08598782 0.16868362 -0.007889672
dan_Monday -0.14638118 -0.23293166 -0.37405506 0.41931328 0.10517492 -0.3647136 0.34815663 -0.11114168 0.14669214 0.15853992 -0.27224013 -0.023830911 0.5271817 -0.13518001 -0.6191654 -0.3996808 -0.38553476 0.31299984 0.50425875 0.25482163 0.24781011 0.33320037 0.046299372 -0.5091156 0.025700787 0.09943096 -0.41401076 -0.25091544 0.15233159 -0.09763555 0.27751985 0.08250193
dan_Saturday -0.061573345 -0.45073625 0.03350339 0.3114125 0.1333322 -0.4893398 0.3479328 0.2979842 -0.12728249 0.25434822 -0.27996972 -0.022898065 0.47597545 -0.08526148 -0.3898613 -0.24229372 -0.22948988 0.22069599 0.24295804 0.1629094 -0.053074222 0.36569968 0.35480356 -0.4981503 -0.14516461 -0.011384812 -0.58449346 -0.2527615 0.48876217 -0.06673845 -0.41207722 0.27504373
atribut_Accepts Credit Cards -0.37636882 -0.47441643 0.07372274 0.12562492 0.05776558 -0.28210783 0.55813 0.025667492 -0.10650737 -0.09727737 0.30724198 -0.1432406 0.0013194266 -0.33592895 0.076411255 -0.28878957 -0.07029462 -0.18468262 0.19816901 0.37608117 0.07117728 0.3537518 0.25904986 0.07631897 0.2693108 0.33931392 -0.4430337 -0.14119668 -0.1675773 -0.43213338 -0.29365638 -0.002618963
atribut_Price Range -0.42765993 -0.580692 0.15937462 0.06870837 0.053319797 -0.25200754 0.6042592 -0.09406625 -0.09047046 -0.084558964 0.28295404 -0.09138053 -0.052681245 -0.26920933 0.060036324 -0.2470482 -0.10392777 -0.17752221 0.19209711 0.3986395 0.08134462 0.37603158 0.29086635 0.07546928 0.22615807 0.34748393 -0.42459837 -0.10627311 -0.1884841 -0.41706303 -0.34578574 -0.034966122
atribut_garage -0.3692833 -0.57848364 0.14829233 0.044822466 0.07468967 -0.32024565 0.5872305 0.024925478 -0.0348765 -0.11720501 0.34216812 -0.11313407 0.039119087 -0.26396325 0.10025176 -0.33116043 -0.07014479 -0.17137016 0.21040651 0.48754117 0.10012249 0.33784664 0.3160945 0.05114713 0.20312628 0.31377193 -0.44417077 -0.06771848 -0.19036506 -0.32347214 -0.3406812 0.009068721
atribut_vrednost_Accepts Credit Cards_true -0.36916614 -0.47748768 0.09427681 0.06004963 0.12932985 -0.36601096 0.56789154 -0.09090638 -0.05804359 -0.15180403 0.3354933 -0.18383664 0.053373642 -0.29365155 0.0030495233 -0.24439514 -0.13383727 -0.18042117 0.24284364 0.32874486 0.11755958 0.3354837 0.3227103 0.106700316 0.28192896 0.3572561 -0.34790182 -0.12433913 -0.21389402 -0.46429697 -0.28888005 0.025110532
atribut_validated -0.40508664 -0.5583216 0.17097895 0.044579726 0.023478998 -0.28947914 0.57427764 0.040173005 -0.074352294 -0.14701454 0.32533756 -0.15869212 -0.048639305 -0.32915902 0.09304529 -0.3066956 -0.13804552 -0.16372576 0.19930969 0.42022103 0.06471452 0.32482734 0.35854137 0.051326457 0.20389089 0.3172387 -0.4143507 -0.10889624 -0.15234904 -0.37725767 -0.36555728 0.094366066
atribut_lot -0.35987404 -0.5678712 0.19005898 0.047895648 0.0225742 -0.28674853 0.6123524 0.007010616 -0.12159623 -0.076675795 0.3105583 -0.112153955 -0.0023506593 -0.30497026 0.095881745 -0.37629133 -0.13269043 -0.12951538 0.1974062 0.40239882 0.07771237 0.33687258 0.27861777 0.037863977 0.18495828 0.2961788 -0.4691602 -0.10746026 -0.22536334 -0.3442904 -0.3679748 0.049086943
atribut_street -0.34200084 -0.53666157 0.1331369 0.07130296 0.0487711 -0.2805542 0.5933391 0.023507731 -0.07745508 -0.10484139 0.33114547 -0.10971788 -0.068457924 -0.25656608 0.07505536 -0.3310014 -0.072353296 -0.17864324 0.19813411 0.47467828 0.08605272 0.3535259 0.34197688 0.06899162 0.18831375 0.30579045 -0.46019968 -0.08482275 -0.1359302 -0.35956866 -0.35828292 0.047671173
atribut_valet -0.36284325 -0.6154756 0.21268737 0.053268183 0.012210397 -0.33318427 0.5293946 -0.01484324 -0.09864004 -0.11113223 0.30247533 -0.10231995 -0.0286505 -0.36395016 0.10504287 -0.36065283 -0.113460764 -0.16564691 0.19948226 0.4066733 0.008488665 0.38880548 0.2686844 0.05660658 0.18598698 0.27506998 -0.48145986 -0.1409958 -0.22673775 -0.403448 -0.32523653 0.083525605
atribut_vrednost_validated_false -0.33062452 -0.57059616 0.10653006 0.0543323 0.03774121 -0.314561 0.5516672 0.018478094 -0.07530922 -0.11076866 0.3503653 -0.09462881 -0.035554763 -0.33875194 0.085110135 -0.35127792 -0.13214192 -0.20976852 0.20115246 0.45741162 0.02051598 0.36445832 0.28541192 0.038415045 0.23660421 0.3220464 -0.48439917 -0.06748446 -0.21733549 -0.37542596 -0.378907 0.084270574
atribut_vrednost_street_false -0.43448216 -0.5478989 0.09560706 0.015288047 0.09088925 -0.3696114 0.47839248 -0.07091948 -0.16084348 -0.09222656 0.33487588 -0.11338164 0.01588318 -0.22796692 0.14790462 -0.3368245 -0.12600487 -0.14034918 0.2828043 0.41724575 0.15611845 0.38598812 0.19339661 0.13648608 0.15483867 0.24995065 -0.4855028 -0.14860202 -0.45171374 -0.38168484 -0.29808196 0.10086413
atribut_vrednost_valet_false -0.38333878 -0.5106719 0.16735537 0.14916028 0.008471652 -0.47852814 0.67448217 0.08760718 -0.06382177 -0.21871464 0.45500243 -0.12607794 0.005540499 -0.20299993 0.13883993 -0.24119407 -0.2913879 -0.22131447 0.056754604 0.41085956 0.17290568 0.24092773 0.22152191 0.082718246 0.103408895 0.39545166 -0.5572343 -0.057457816 -0.21543722 -0.29573748 -0.44261032 -0.058596697
dan_Sunday 0.37686184 -0.44126156 0.20073968 -0.024502048 0.44213203 -0.6041319 0.46169183 -0.16944577 0.022197036 -0.13987215 -0.30686873 0.05232872 0.8984718 0.17628737 -0.4760277 -0.32649493 -0.0015335681 0.15127674 0.3670078 0.6330382 0.0077936817 0.440867 0.34804952 -0.16812648 0.36064836 0.07382812 -0.566173 0.30507782 0.4321398 0.18128595 -0.07958384 0.41226137
atribut_By Appointment Only -0.9949073 -0.02065984 0.7259509 0.38847157 0.0006449278 -0.0967112 0.9155078 -0.35524905 -0.19834137 0.62368506 -0.18988596 0.97520846 0.12405717 0.35863772 0.22961324 -0.08605741 -0.8271866 0.083953924 0.046590384 0.6220563 0.771947 -0.64811367 0.7065647 -0.23544234 0.32068375 0.12681548 -0.541795 -0.3654895 -0.17235994 -0.7582591 0.7064269 0.49147373
atribut_vrednost_garage_false -0.60747725 -0.5541272 0.45341673 0.245504 -0.15484075 -0.4026572 0.681198 0.17279203 0.057555348 -0.23065133 0.3929861 -0.08476402 -0.05775818 -0.2826641 -0.021743732 0.026414452 -0.24705562 -0.3068694 0.15326904 0.49687785 0.15724646 0.3445322 0.060481884 0.079020314 0.18809098 0.36186704 -0.6371351 -0.1216727 -0.18306853 -0.38601714 -0.47664663 -0.025349164
biznis_atribut_stars_4 -0.06990794 -0.23113531 0.11578061 0.40740183 -0.0028184883 -0.19948792 0.18890575 -0.54862636 -0.5813013 -0.13978775 -0.02686225 -0.13900813 0.05941515 -0.18512753 -0.20043233 -0.8235501 -0.14876273 -0.017797187 0.90776336 0.37697786 0.1515636 -0.17379303 0.39473385 0.2453209 0.21355535 0.20813654 -0.67001456 0.29490063 -0.8498996 -0.25501946 0.5564224 -0.044991367
