,1,sin(theta),(Tw-Ta),(Tw-Ta)^(1/2),1/eta,1-cos(theta),cos(theta),-eta,Tw^2,Tw•Ta,Tw•theta,Tw•eta,Tw•sin(theta),Tw•(Tw-Ta),Tw•(Tw-Ta)^(1/2),Tw•1/eta,Tw•1-cos(theta),Tw•cos(theta),Tw•-eta,Ta^2,Ta•theta,Ta•eta,Ta•sin(theta),Ta•(Tw-Ta),Ta•(Tw-Ta)^(1/2),Ta•1/eta,Ta•1-cos(theta),Ta•cos(theta),Ta•-eta,theta^2,theta•eta,theta•sin(theta),theta•(Tw-Ta),theta•(Tw-Ta)^(1/2),theta•1/eta,theta•1-cos(theta),theta•cos(theta),theta•-eta,eta^2,eta•sin(theta),eta•(Tw-Ta),eta•(Tw-Ta)^(1/2),eta•1/eta,eta•1-cos(theta),eta•cos(theta),eta•-eta,sin(theta)^2,sin(theta)•(Tw-Ta),sin(theta)•(Tw-Ta)^(1/2),sin(theta)•1/eta,sin(theta)•1-cos(theta),sin(theta)•cos(theta),sin(theta)•-eta,(Tw-Ta)^2,(Tw-Ta)•(Tw-Ta)^(1/2),(Tw-Ta)•1/eta,(Tw-Ta)•1-cos(theta),(Tw-Ta)•cos(theta),(Tw-Ta)•-eta,(Tw-Ta)^(1/2)^2,(Tw-Ta)^(1/2)•1/eta,(Tw-Ta)^(1/2)•1-cos(theta),(Tw-Ta)^(1/2)•cos(theta),(Tw-Ta)^(1/2)•-eta,1/eta^2,1/eta•1-cos(theta),1/eta•cos(theta),1/eta•-eta,1-cos(theta)^2,1-cos(theta)•cos(theta),1-cos(theta)•-eta,cos(theta)^2,cos(theta)•-eta,-eta^2,Q
0,1.0,0.31638960547438305,42.21719145657922,6.497475775759323,2.8646452116731633,0.05137066377443067,0.9486293362255693,-0.3490833684831521,2809.5659384272503,571.8294032319427,17.06353977372314,18.503282206425848,16.770338222385952,2237.7365351953076,344.400904662672,151.84148990883037,2.7229194363511575,50.28241933652389,-18.503282206425848,116.38412251810074,3.4729328229593626,3.7659628048650227,3.4132576732023594,455.445280713842,70.09572585295506,30.904214552451513,0.5541942885344592,10.233953027761363,-3.7659628048650227,0.10363322875861053,0.11237732048051254,0.10185250659632519,13.590606950763776,2.0916748934205174,0.9221898895211839,0.01653730331341887,0.30538384970174187,-0.11237732048051254,0.12185919815154414,0.11044634923205317,14.737319401560825,2.2681607304397464,1.0,0.017932644351593693,0.3311507241315584,-0.12185919815154414,0.10010238245223575,13.357080549183594,2.055733797271853,0.9063439683453527,0.016253144044549302,0.30013646142983375,-0.11044634923205317,1782.2912544814656,274.30517880971695,120.93727535637885,2.1687251478166982,40.04846630876252,-14.737319401560825,42.217191456579215,18.612962868991318,0.33377964345904026,6.163696132300283,-2.2681607304397464,8.206192188761984,0.14715872600189484,2.7174864856712686,-1.0,0.0026389450966256035,0.04873171867780507,-0.017932644351593693,0.8998976175477643,-0.3311507241315584,0.12185919815154414,1.7119285002103908
1,1.0,0.4221073649716525,8.535838182299994,2.921615680116054,1.2179249662869351,1.9065458468476308,-0.9065458468476308,-0.8210686435377715,431.0332450090122,253.8178050028917,56.17653202121692,17.046485398645164,8.763514585877433,177.21544000612053,60.65665693548067,25.28575450768698,39.58244684646836,-18.821106692012712,-17.046485398645164,149.46289847118163,33.08005638869413,10.03797632084619,5.160474422922362,104.35490653171006,35.71821825913968,14.889744077278527,23.30848001064087,-11.082978038485223,-10.03797632084619,7.321483404058142,2.221667223896325,1.1421482297534888,23.09647563252279,7.905377763993017,3.2954905781154027,5.15877746901461,-2.4529534902498895,-2.221667223896325,0.6741537174009561,0.3465791215845778,7.008509077798974,2.3988470234115726,1.0,1.5654050123137562,-0.7443363687759846,-0.6741537174009561,0.17817462756331187,3.6030401629550703,1.23323549619365,0.5140950982525669,0.8047670436105012,-0.3826596786388487,-0.3465791215845778,72.86053347441046,24.93843867634098,10.396010430408454,16.273966835827483,-7.73812865352749,-7.008509077798974,8.535838182299994,3.5583086787087264,5.57019424101018,-2.6485785608941255,-2.3988470234115726,1.483341223505032,2.322029786246397,-1.1041048199594619,-1.0,3.63491706613195,-1.728371219284319,-1.5654050123137562,0.8218253724366882,0.7443363687759846,0.6741537174009561,0.0671348928778715
2,1.0,0.9544515629413419,3.6545562819666344,1.9116893790484464,1.322608609957516,1.2983659062272859,-0.29836590622728587,-0.7560815743004435,1563.944569333225,1419.4187857139405,74.10174812087395,29.900560717885682,37.745446893628575,144.52578361928454,75.60108101412533,52.304857560671664,51.34613768243347,-11.799398634400385,-29.900560717885682,1288.2487837127178,67.25392664130955,27.137418050846772,34.25734993844843,131.17000200122274,68.61470458475493,47.47130995656827,46.601186403539245,-10.70900363747279,-27.137418050846772,3.511038167363258,1.4167278447306488,1.7884288569216802,6.8478214795643995,3.5820785293963078,2.478272859831299,2.432847452608606,-0.5590710072012949,-1.4167278447306488,0.5716593469966371,0.7216432403022087,2.7631426670389088,1.4453931152843866,1.0,0.9816705383983484,-0.2255889640979048,-0.5716593469966371,0.9109777860011704,3.4880969551801537,1.824614915691153,1.262365854933627,1.2392273684683848,-0.28477580552704285,-0.7216432403022087,13.35578161806179,6.986376429370394,4.833547604103399,4.74495127889423,-1.0903949969275955,-2.7631426670389088,3.6545562819666344,2.5284168322938125,2.4820723130533136,-0.5703829340048671,-1.4453931152843866,1.7492935351337529,1.7172299264515012,-0.39462131649398513,-1.0,1.6857540264534012,-0.3873881202261154,-0.9816705383983484,0.08902221399882955,0.2255889640979048,0.5716593469966371,0.0347590730307297
3,1.0,0.8684183900385818,12.586384501148501,3.547729485339673,1.9374825901711803,1.495832128691554,-0.4958321286915538,-0.5161336700897261,1154.1093598704351,726.5223759684659,70.98790795280695,17.53418857208613,29.50207028298857,427.58698390196923,120.52412272945055,65.8205171642639,50.8166859412662,-16.844500850070855,-17.53418857208613,457.3524668772478,44.687535985925976,11.037931746347907,18.57182251809463,269.169909091218,75.87103532090376,41.43461632008831,31.989567620382857,-10.603767030336012,-11.037931746347907,4.366382641660511,1.0785072954630108,1.814637609299995,26.300371966880977,7.413296891874742,4.048542518004936,3.125674524007224,-1.036085415675035,-1.0785072954630108,0.2663939654002902,0.4482199708240245,6.4962568257382225,1.8311026397539005,1.0,0.7720493264196993,-0.25591565632997304,-0.2663939654002902,0.7541505001572024,10.93024776489394,3.080913527951085,1.6825455116842378,1.299008128966304,-0.43058973892772207,-0.4482199708240245,158.41707481075122,44.65308740854681,24.385900844175598,18.827118320883343,-6.240733819734841,-6.4962568257382225,12.5863845011485,6.873664112482578,5.306807748077434,-1.7590782627377606,-1.8311026397539005,3.753838787216426,2.8981487071585823,-0.9606661169874017,-1.0,2.2375137572259054,-0.7416816285343514,-0.7720493264196993,0.24584949984279755,0.25591565632997304,0.2663939654002902,0.4177825519493941
4,1.0,0.322481966917742,34.83755139807945,5.902334402427521,12.000907538051234,0.05342439234213081,0.9465756076578692,-0.0833270314623543,2509.2257601288625,764.1371210254943,16.44778334490673,4.17403204586818,16.15382236120315,1745.0886391033682,295.6607538850468,601.1515322726649,2.6761438845668453,47.41602875876,-4.17403204586818,232.70346933595326,5.008860506749558,1.2711223044490283,4.919340263752556,531.433651689541,90.03787577182547,183.069299092206,0.8149688704367011,14.439652374810697,-1.2711223044490283,0.10781396447448315,0.027360461484187804,0.10588707266241924,11.43892283815717,1.938033675871118,3.940502412095321,0.017541918910832503,0.3108084495593173,-0.027360461484187804,0.006943394172328184,0.02687146500339659,2.902909741419151,0.49182400445241425,1.0,0.0044516960215498945,0.07887533544080441,-0.006943394172328184,0.10399461898713565,11.234482097450593,1.9033964075010825,3.8700762676687184,0.017228403123875496,0.3052535637938665,-0.02687146500339659,1213.6549874138273,205.6228781132213,418.08223318045896,1.8611750141301442,32.9763763839493,-2.902909741419151,34.83755139807945,70.83336942219157,0.3153286288497441,5.587005773577777,-0.49182400445241425,144.02178173685493,0.6411411927744842,11.35976634527675,-1.0,0.002854165697125925,0.050570226645004886,-0.0044516960215498945,0.8960053810128643,-0.07887533544080441,0.006943394172328184,1.6676139124414473
5,1.0,0.9460689198862002,28.91633118235437,5.3773907410894335,2.4664689081603584,0.6760345715583862,0.3239654284416138,-0.4054379103225187,3164.8504640610995,1538.1043140638303,69.80809799903234,22.808722016663356,53.22300271606048,1626.746149997269,302.51589075851643,138.756150465114,38.03167938603328,18.225324302939523,-22.808722016663356,747.512373114161,33.9264486294634,11.084945127895717,25.86616050729883,790.5919409496694,147.0214791922484,67.43491866576909,18.483239824129942,8.857432682488492,-11.084945127895717,1.5397790832712228,0.5030991258047581,1.1739564417327828,35.88164936956895,6.672687758282466,3.0605878728335885,0.8388766647259625,0.4020016867941303,-0.5030991258047581,0.1643798991266907,0.3835722058997434,11.723776888767642,2.18019806505496,1.0,0.2740900439984113,0.13134786632410736,-0.1643798991266907,0.8950464011746415,27.35684220876165,5.087382250228534,2.3334495758761657,0.6395752969199726,0.3064936229662277,-0.3835722058997434,836.1542090475997,155.49441156626807,71.3212317993449,19.54843956190334,9.36789162045103,-11.723776888767642,28.916331182354366,13.263167069926475,3.635302045754428,1.7420886953350054,-2.18019806505496,6.08346887492175,1.6674182515902685,0.7990506565700899,-1.0,0.4570227419421308,0.2190118296162554,-0.2740900439984113,0.10495359882535839,-0.13134786632410736,0.1643798991266907,2.984059489933656
6,1.0,0.9744070622538643,19.524736910291566,4.418680448990576,2.716478763614788,1.2247907405339327,-0.2247907405339326,-0.3681236214301603,3038.8390534864157,1962.524927558581,99.08974085938998,20.293059806820988,53.7148382754836,1076.3141259278343,243.58270265361966,149.7477010571362,67.51740529970598,-12.391739285711957,-20.293059806820988,1267.4261530468484,63.99354591641331,13.105542947933339,34.689796741446806,695.0987745117326,157.30912939642965,96.70916787516336,43.60368832061977,-8.002759216917308,-13.105542947933339,3.23109469463877,0.6617112660820236,1.751520666721452,35.096194942976666,7.9426868152446275,4.882937408289878,2.201591488358229,-0.40406688640175764,-0.6617112660820236,0.13551500065485597,0.3587022565040162,7.18751685888765,1.6266206488250576,1.0,0.4508744028994791,-0.0827507814693188,-0.13551500065485597,0.9494691229702062,19.025041534036795,4.305593435339493,2.646956091728895,1.1934447473594043,-0.21903768510553992,-0.3587022565040162,381.21535141610184,86.27357325719001,53.038533181972845,23.913716979086214,-4.388980068794648,-7.18751685888765,19.524736910291562,12.003251602882756,5.411958899301978,-0.9932784503114015,-1.6266206488250576,7.379256873170126,3.327118036532458,-0.6106392729176698,-1.0,1.5001123580976592,-0.2753216175637264,-0.4508744028994791,0.050530877029793815,0.0827507814693188,0.13551500065485597,1.2759225236556262
7,1.0,0.8508611927208563,15.456480236072277,3.9314730364167927,1.2782843123615408,0.47460944934111937,0.5253905506588806,-0.7822985781250573,2206.542786326146,1480.4923688725823,47.80163817376977,36.7475777502991,39.96822787171623,726.0504174535639,184.6764331659509,60.045938301557484,22.294234104949847,24.679618050543493,-36.7475777502991,993.3447327071113,32.07277963266018,24.655995238801705,26.816908662785426,487.14763616547106,123.90969787992368,40.28816209146009,14.95844253135569,16.558929388065373,-24.655995238801705,1.035555089280857,0.7960844567654942,0.8658553004320324,15.72885854110959,4.00075452519067,1.3008105867163096,0.48297314634016375,0.5346491260580267,-0.7960844567654942,0.6119910653364864,0.6656275012473162,12.091582511497393,3.0755857663258586,1.0,0.3712862973842741,0.4110122807407832,-0.6119910653364864,0.7239647692783581,13.151319208930799,3.3451378369154785,1.0876425146523,0.40382676214297364,0.4470344305778826,-0.6656275012473162,238.9027812880929,60.76673528602722,19.757776210097397,7.335791573594158,8.12068866247812,-12.091582511497393,15.456480236072276,5.025540306923979,1.8659142529132324,2.06555878350356,-3.0755857663258586,1.6340107832296173,0.6066858135913024,0.6715984987702385,-1.0,0.22525412940388057,0.2493553199372388,-0.3712862973842741,0.2760352307216418,-0.4110122807407832,0.6119910653364864,0.4369118351262611
8,1.0,0.9169563961336502,16.85835133797125,4.105892270624164,3.818013616190112,0.6010125721409402,0.39898742785905983,-0.2619163000780159,2451.081251658106,1616.4513215984762,57.4487513811647,12.96705584271554,45.397040163054164,834.6299300596298,203.2761395205219,189.0237291632427,29.755168283930008,19.753227485455472,-12.96705584271554,1066.0254013733233,37.886589859657235,8.551578834858843,29.93866707543315,550.4259202251528,134.0575650664792,124.65831420835167,19.623087184240248,13.026957247173984,-8.551578834858843,1.3464910773652434,0.30392348958236565,1.0640215504907422,19.562161521507466,4.764411784855157,4.430361994117384,0.69740538543626,0.4629786360692257,-0.30392348958236565,0.06860014824655727,0.24016582660819716,4.415477007856699,1.0754001120408045,1.0,0.15741498919552668,0.10450131088248925,-0.06860014824655727,0.8408090324104116,15.458373087621018,3.7649241793845434,3.5009520058908907,0.551102322181372,0.36585407395227826,-0.24016582660819716,284.204009834477,69.21857445404268,64.36541495489102,10.132081099689762,6.726270238281489,-4.415477007856699,16.858351337971254,15.676352595852794,2.467692874501434,1.63819939612273,-1.0754001120408045,14.577227973413095,2.2946741839355513,1.5233394322545604,-1.0,0.3612161118714688,0.23979646026947135,-0.15741498919552668,0.15919096758958848,-0.10450131088248925,0.06860014824655727,0.8649281699623026
9,1.0,0.9778478392573254,22.626198354325595,4.756700364152192,2.0979263123278975,1.2093169922862927,-0.2093169922862927,-0.4766611649435779,3310.4845141998717,2008.6452366511155,102.51176685484653,27.42556291994427,56.262245414639054,1301.8392775487564,273.6853654604307,120.70798779457101,69.58024211188118,-12.043432031725775,-27.42556291994427,1218.7508110716453,62.19928572704548,16.640532854126963,34.137266243254125,789.8944255794701,166.05931950903042,73.23989091908118,42.217995971155084,-7.307384245325276,-16.640532854126963,3.1743578012906983,0.8492542103287146,1.7422048524729692,40.31248112780105,8.474883436343195,3.737818149953031,2.15460713574759,-0.37293438204372886,-0.8492542103287146,0.22720586616536878,0.46610209019795723,10.785030065817304,2.2673343368643253,1.0,0.5764344463292481,-0.09977328138567018,-0.22720586616536878,0.9561863967402202,22.124979171384936,4.651329173080755,2.0514527114309233,1.182528007884319,-0.20468016862699356,-0.46610209019795723,511.9448519692863,107.62604595140029,47.46809687548984,27.362246140726096,-4.736047786400499,-10.785030065817304,22.6261983543256,9.979206853814576,5.752358577583642,-0.9956582134314501,-2.2673343368643253,4.401294811957731,2.5370579380626466,-0.439131625734749,-1.0,1.4624475878323655,-0.2531305955460726,-0.5764344463292481,0.04381360325977991,0.09977328138567018,0.22720586616536878,1.6947091821711724
